Image	x	y	width	height	score
5D0S5G0N.jpg	3803.88	1115.11	61.1489	187.571	-0.143066
5D0S5G0O.jpg	3021.24	1230.99	50.6716	158.838	0.13825
5D0S5G0O.jpg	1369.06	891.218	108.762	323.358	-0.46051
5D0S5G0O.jpg	2922.81	1198.77	72.1448	200.346	-0.480907
5D0S5G0O.jpg	3519.34	1097.75	43.0232	135.622	-0.572127
5D0S5G0S.jpg	2985.85	1114.91	39.7698	118.255	-0.133133
5D0S5G0S.jpg	3144.98	1094.84	75.0159	225.33	-0.572564
5D0S5G0V.jpg	2572.79	1034.57	88.1294	275.435	0.16552
5D0S5G0V.jpg	1965.95	1017.45	95.222	324.37	0.0385946
5D0S5G0V.jpg	3593.69	1189.65	37.3784	112.334	-0.627804
5D0S5G0W.jpg	4318.44	1077.18	55.6479	193.398	-0.279723
5D0S5G0W.jpg	4718.82	1074.84	70.5527	204.609	-0.43002
5D0S5G0W.jpg	3940.97	1065.98	68.5247	201.332	-0.549236
5D0S5G17.jpg	1434.13	1018.04	69.9624	212.408	-0.0317431
5D0S5G17.jpg	1854.62	964.113	65.6284	173.752	-0.330107
5D0S5G1J.jpg	1479.51	928.943	103.237	320.211	-0.182044
5D0S5G1J.jpg	1665.07	604.857	75.819	223.738	-0.297836
5D0S5G1J.jpg	3845.69	997.638	102.295	327.45	-0.473025
5D0S5G1J.jpg	1175.67	986.191	71.7875	249.747	-0.510743
5D0S5G25.jpg	3357.93	1063.51	58.7273	194.378	-0.0541538
5D0S5G26.jpg	788.116	509.123	96.1744	260.772	-0.264209
5D0S5G26.jpg	735.28	532.72	115.873	364.673	-0.376661
5D0S5G26.jpg	4130.14	1106.41	36.0811	120.272	-0.491247
5D0S5G26.jpg	572.174	1141.19	41.0685	136.474	-0.575019
5D0S5G29.jpg	4096.72	991.889	90.6274	282.989	-0.512054
5D0S5G29.jpg	139.363	923.514	136.088	410.227	-0.539921
5D0S5G29.jpg	4223.06	1220.94	40.4604	124.76	-0.61077
5D0S5G2B.jpg	3355.61	1211.11	56.832	157.267	0.333261
5D0S5G2B.jpg	3530.63	1232.88	58.179	188.303	0.0160841
5D0S5G2B.jpg	3316.36	1192.75	105.709	311.299	-0.222411
5D0S5G2B.jpg	715.039	1011.27	81.1877	238.178	-0.295583
5D0S5G2B.jpg	457.378	822.121	47.5384	135.556	-0.441618
5D0S5G2B.jpg	3683.28	1137.97	48.3269	139.837	-0.476985
5D0S5G2B.jpg	738.301	1321.04	49.77	157.656	-0.538395
5D0S5G2B.jpg	1324.72	1015.55	57.4186	188.527	-0.647286
5D0S5G2D.jpg	1526.08	619.161	100.716	321.75	-0.209315
5D0S5G2D.jpg	2527.8	1113.98	44.6958	135.179	-0.387983
5D0S5G2D.jpg	4535.97	599.644	98.1577	303.247	-0.543567
5D0S5G2F.jpg	2535.94	1102.33	43.4573	137.566	-0.376322
5D0S5G2F.jpg	2850.41	1167.07	39.6914	119.776	-0.435328
5D0S5G2F.jpg	3653.95	1085.2	55.4553	167.078	-0.476776
5D0S5G2K.jpg	2509.46	1107.83	47.3425	129.689	-0.461078
5D0S5G2K.jpg	3490.6	1065.55	72.6824	188.751	-0.492109
5D0S5G2X.jpg	789.653	510.191	92.0547	260.541	-0.422869
5D0S5G30.jpg	736.905	533.693	111.572	362.569	-0.195143
5D0S5G30.jpg	347.095	1035.96	70.6386	210.021	-0.437332
5D0S5G30.jpg	2293.26	975.182	95.3542	273.546	-0.594168
5D0S5G3G.jpg	2341.66	1182.01	69.1216	200.782	-0.504638
5D0S5G3M.jpg	785.28	513.028	95.0422	265.538	-0.317114
5D0S5G3M.jpg	754.981	615.467	93.7261	289.444	-0.407852
5D0S5G3M.jpg	1083.93	843.951	220.114	651.259	-0.701585
5D0S5G3S.jpg	764.794	592.879	100.007	313.825	-0.422294
5D0S5G3S.jpg	3507.87	1613.74	48.7754	161.273	-0.458312
5D0S5G3U.jpg	4173.72	1065.87	56.8569	187.094	-0.549006
5D0S5G4V.jpg	2482.68	1108.77	42.4714	138.465	-0.386139
5D0S5G4V.jpg	930.851	1152.8	45.9612	134.108	-0.409925
5D0S5G4V.jpg	1213.87	605.279	55.5509	149.039	-0.50595
5D0S5G4V.jpg	4591.57	1047.3	64.4053	178.616	-0.561036
5D0S5G51.jpg	3694.09	432.783	65.325	203.702	-0.271516
5D0S5G51.jpg	4023.24	1006.63	96.8547	281.747	-0.377429
5D0S5G51.jpg	3728.5	1021.32	75.072	241.539	-0.479813
5D0S5G51.jpg	2132.98	970.697	109.044	321.801	-0.491757
5D0S5G5G.jpg	4210.54	1106.35	78.0835	230.079	-0.401512
5D0S5G5G.jpg	1458.02	1090.47	51.9907	152.198	-0.474635
5D0S5G5G.jpg	2369.52	692.468	47.9502	135.666	-0.573559
5D0S5G5L.jpg	3965.46	1040.04	85.9114	249.126	-0.385702
5D0S5G5L.jpg	4692.63	1123.94	60.0176	195.726	-0.460567
5D0S5G5L.jpg	3842.35	1120.43	36.4331	106.892	-0.5021
5D0S5G5L.jpg	97.1873	1039.67	79.7855	243.819	-0.580574
5D0S5G5L.jpg	4503.32	1036.42	90.5024	274.734	-0.622849
5D0S5G5P.jpg	725.823	1104.3	39.6252	116.223	-0.123247
5D0S5G6E.jpg	3168.65	1221.73	38.4355	127.925	-0.352697
5D0S5G6I.jpg	333.685	1290.86	79.8921	242.954	0.186276
5D0S5G6I.jpg	336.839	1055.47	79.1491	244.05	-0.110267
5D0S5G6I.jpg	1720.95	1141.07	37.5758	126.826	-0.558614
5D0S5G6J.jpg	1987.45	1172.74	76.9088	233.382	-0.197197
5D0S5G6J.jpg	3733.09	406.518	65.5366	206.166	-0.63191
5D0S5G6R.jpg	3299.72	1077.39	45.6763	138.966	-0.085736
5D0S5G6R.jpg	1265.05	1139.86	38.7454	116.349	-0.540717
5D0S5G6R.jpg	3712.44	1103.88	92.3076	282.12	-0.72333
5D0S5G6T.jpg	2049.52	781.952	46.8704	141.977	-0.145165
5D0S5G6T.jpg	2421.65	1064.6	70.1248	206.54	-0.25324
5D0S5G6Z.jpg	4467.26	705.305	46.7524	139.143	-0.54832
5D0S5G70.jpg	888.81	614.886	40.9923	123.402	-0.276941
5D0S5G70.jpg	445.437	1231.57	76.2117	255.99	-0.318044
5D0S5G73.jpg	291.661	1131.41	49.3499	144.025	-0.152307
5D0S5G73.jpg	1697.12	775.323	174.803	545.895	-0.443066
5D0S5G73.jpg	2951.24	1041.26	77.6006	239.873	-0.4641
5D0S5G75.jpg	3239.98	1200.57	39.043	116.948	-0.351833
5D0S5G75.jpg	307.757	1005.41	74.7571	247.566	-0.401672
5D0S5G75.jpg	2882.39	1078.81	51.6799	158.131	-0.435294
5D0S5G75.jpg	4604.62	1101.06	44.3364	139.862	-0.458969
5D0S5G77.jpg	2406.75	1086.14	47.4451	136.206	-0.413558
5D0S5G77.jpg	4244.98	1084.84	101.906	301.544	-0.503003
5D0S5G7D.jpg	3743.31	1214.52	39.3237	124.725	0.226694
5D0S5G7F.jpg	3961.5	1095.41	46.7405	134.369	-0.444196
5D0S5G7F.jpg	1504.01	955.167	95.7574	316.807	-0.521879
5D0S5G7F.jpg	595.543	1078.28	75.383	230.893	-0.613515
5D0S5G7F.jpg	4069.97	985.679	63.7898	177.132	-0.662556
5D0S5G7I.jpg	3770.44	1227.5	38.2373	121.718	-0.0435251
5D0S5G7I.jpg	2682.33	1072.01	59.2234	179.578	-0.445907
5D0S5G7I.jpg	1257.82	559.258	47.1838	120.185	-0.51658
5D0S5G7I.jpg	1936.91	953.599	110.917	315.918	-0.531467
5D0S5G7I.jpg	1503.67	1090.67	65.1083	180.472	-0.54306
5D0S5G7O.jpg	3687.07	462.514	61.5896	179.228	-0.49771
5D0S5G87.jpg	2545.75	1132.72	45.542	133.005	-0.556758
5D0S5G87.jpg	813.192	1108.02	53.5369	159.137	-0.586785
5D0S5G87.jpg	2378.99	1233.01	47.5564	134.094	-0.625981
5D0S5G88.jpg	1558.44	897.614	119.261	363.921	-0.546078
5D0S5G8C.jpg	3952.11	1227.32	71.6365	212.416	0.615108
5D0S5G8C.jpg	3736.87	1218.65	37.4702	119.468	-0.288661
5D0S5G8C.jpg	213.805	974.851	99.5833	325.383	-0.427791
5D0S5G8C.jpg	1225.2	1103.48	39.4386	119.406	-0.573438
5D0S5G8I.jpg	1313.71	1017.18	80.3448	228.566	-0.0926008
5D0S5G8I.jpg	1015.5	1043.29	72.9493	211.169	-0.546904
5D0S5G8J.jpg	1865.82	912.68	131.832	411.887	-0.171383
5D0S5G8J.jpg	1505.75	1105.65	47.0029	132.248	-0.406583
5D0S5G8J.jpg	3885.38	1011.41	80.6682	228.465	-0.520173
5D0S5G8L.jpg	3928.6	965.109	167.515	485.555	-0.21307
5D0S5G8N.jpg	447.22	1250.25	96.7707	313.576	0.0627392
5D0S5G8N.jpg	2022.17	1140.94	42.3845	135.154	-0.384041
5D0S5G8Q.jpg	2077.6	992.79	78.2554	227.586	-0.182208
5D0S5G8Q.jpg	3490.4	1086.21	37.9275	124.876	-0.319919
5D0S5G8Q.jpg	2066.93	946.312	116.938	392.273	-0.407061
5D0S5G8W.jpg	4530.58	1081.54	46.7446	145.523	-0.510202
5D0S5G8W.jpg	2009.21	1230.12	49.1097	140.604	-0.518041
5D0S5G8W.jpg	3862.33	689.459	55.1702	155.909	-0.581951
5D0S5G92.jpg	873.778	1235.86	36.6458	121.45	0.181208
5D0S5G92.jpg	2648.26	1237.28	40.927	108.73	-0.216888
5D0S5G92.jpg	526.878	654.912	41.2684	119.645	-0.411756
5D0S5G92.jpg	2022.72	991.121	88.5131	279.672	-0.452543
5D0S5G92.jpg	3680.22	761.456	40.9895	121.38	-0.499087
5D0S5G94.jpg	3953.54	1236.17	58.3518	194.81	-0.272926
5D0S5G94.jpg	928.05	851.254	40.7764	119.606	-0.60294
5D0S5G95.jpg	756.628	1248	69.4934	240.862	-0.324406
5D0S5G95.jpg	2593.9	481.17	93.4153	264.517	-0.485534
5D0S5G96.jpg	445.157	1121.66	41.6934	134.074	-0.493488
5D0S5G98.jpg	3396.89	1080.76	59.7788	178	-0.0274228
5D0S5G98.jpg	1766.91	482.239	43.2482	129.955	-0.444535
5D0S5G9E.jpg	123.478	1043.23	58.003	177.229	-0.511661
5D0S5G9E.jpg	1753.64	1104.55	69.4205	213.01	-0.584877
5D0S5G9H.jpg	2720.07	1029.85	90.7266	277.551	-0.324194
5D0S5G9L.jpg	919.962	807.493	39.9052	116.192	-0.250497
5D0S5G9L.jpg	1363.06	674.906	42.1495	135.818	-0.440704
5D0S5G9L.jpg	4419.9	1060.38	64.4443	208.899	-0.443865
5D0S5G9L.jpg	3079.83	1082.92	38.7495	117.652	-0.460634
5D0S5G9Z.jpg	4165.56	1271.5	101.399	317.148	-0.313916
5D0S5G9Z.jpg	1725.97	1152.08	46.3594	152.536	-0.37228
5D0S5GA2.jpg	1217.95	624.109	37.7008	116.79	-0.513576
5D0S5GA3.jpg	1856.53	1232.35	41.6882	117.63	-0.421848
5D0S5GA3.jpg	1967.42	1228.68	46.7228	137.489	-0.627562
5D0S5GA5.jpg	1224.37	615.773	39.9	117.931	-0.569092
5D0S5GA6.jpg	1627.88	992.401	99.3787	308.015	-0.471959
5D0S5GA7.jpg	3706.3	731.445	39.9197	119.971	-0.578643
5D0S5HAQ.jpg	1555.48	651.014	49.3545	151.485	-0.397807
5D0S5HAU.jpg	3630.42	525.287	45.8728	137.479	-0.0957117
5D0S5HAU.jpg	3081.34	1160.33	53.9395	160.258	-0.350505
5D0S5HAU.jpg	4344.28	544.536	39.3271	112.007	-0.353405
5D0S5HAU.jpg	127.218	1163	39.5048	112.57	-0.473655
5D0S5HAU.jpg	92.233	1017.34	81.8626	265.661	-0.629963
5D0S5HAY.jpg	3639.35	518.018	47.104	141.1	-0.378455
5D0S5HBQ.jpg	12.8712	1103.6	39.8088	135.927	-0.500644
5D0S5HBQ.jpg	1456.88	636.273	49.3765	161.655	-0.534021
5D0S5HC5.jpg	4609.62	1126.85	40.7505	117.56	-0.243736
5D0S5HC5.jpg	657.794	455.509	289.367	973.489	-0.30966
5D0S5HC5.jpg	4647.73	1110.94	38.0098	123.35	-0.385611
5D0S5HC5.jpg	3649.01	516.125	45.7222	137.382	-0.409479
5D0S5HC5.jpg	4742.9	1104.26	43.9878	121.506	-0.486742
5D0S5HC6.jpg	4580.14	1084	44.6152	138.553	-0.427404
5D0S5HC6.jpg	4146.93	1194.46	36.4888	118.692	-0.545684
5D0S5HC8.jpg	819.898	1167.22	45.8885	130.977	-0.195567
5D0S5HC8.jpg	1397.01	1168.31	45.5742	131.295	-0.327117
5D0S5HC8.jpg	415.108	1142.86	62.0735	179.824	-0.493554
5D0S5HCC.jpg	1159.98	1181.69	46.6897	133.967	-0.367826
5D0S5HCC.jpg	242.768	1158.71	43.0516	135.533	-0.372052
5D0S5HCC.jpg	623.374	1169.89	40.2111	119.455	-0.49178
5D0S5HCH.jpg	2742.26	1128.86	54.207	178.056	-0.0992306
5D0S5HCH.jpg	1553.7	699.992	47.9607	133.274	-0.656834
5D0S5HCQ.jpg	177.827	1208.58	34.7839	118.893	-0.549364
5D0S5HCT.jpg	3120.53	1057.73	149.348	439.78	-0.449256
5D0S5HCW.jpg	1694.16	1108.55	40.2539	143.876	-0.567944
5D0S5HCW.jpg	4208.96	569.569	39.8257	112.084	-0.663742
5D0S5HCX.jpg	3121.6	766.487	39.4763	123.273	-0.518416
5D0S5HLW.jpg	2448.45	1213.69	52.6885	154.269	-0.382919
5D0S5HLW.jpg	1081.41	1012.78	95.272	284.026	-0.468946
5D0S5HLW.jpg	1184.21	1054.78	71.8242	211.79	-0.580142
5D0S5HM0.jpg	4668.87	1283.04	52.5439	171.431	-0.242825
5D0S5HM0.jpg	2848.29	1104.24	43.822	117.764	-0.512982
5D0S5HM3.jpg	1128.23	1287.61	54.0071	156.389	0.372018
5D0S5HM3.jpg	1841.79	1264.02	78.1429	236.548	-0.171518
5D0S5HM3.jpg	4391.65	1131.56	41.5825	110.842	-0.328416
5D0S5HM3.jpg	313.151	1140.81	45.7869	134.126	-0.47891
5D0S5HM3.jpg	1402.37	1117.19	36.5115	126.006	-0.648464
5D0S5HM4.jpg	2730.43	1226.34	46.062	132.212	-0.103232
5D0S5HM4.jpg	1485.51	1072.41	93.8219	276.019	-0.176786
5D0S5HM4.jpg	2878.07	1227.19	40.1633	128.046	-0.36196
5D0S5HM4.jpg	515.081	1103.86	48.149	142.603	-0.49686
5D0S5HM4.jpg	4234.5	1121.46	49.4375	140.8	-0.513461
5D0S5HM4.jpg	1422.56	955.159	102.811	272.37	-0.543723
5D0S5HM4.jpg	4172.68	1079.53	60.4229	181.505	-0.557119
5D0S5HM6.jpg	697.132	1084.61	70.1233	214.464	-0.274495
5D0S5HM6.jpg	252.516	1120.22	53.824	157.788	-0.368699
5D0S5HM6.jpg	314.027	1239.33	37.0937	121.454	-0.545657
5D0S5HM6.jpg	3421.04	987.079	102.523	325.787	-0.583451
5D0S5HM8.jpg	3637.68	1099.94	58.5029	166.834	0.118716
5D0S5HM8.jpg	4289.33	1059.7	76.7407	233.936	-0.384586
5D0S5HM8.jpg	1168.82	1368.42	47.6387	139.718	-0.470341
5D0S5HM8.jpg	1096.1	1126.51	40.568	120.45	-0.518066
5D0S5HM8.jpg	974.004	1398.67	40.4481	119.596	-0.524242
5D0S5HM8.jpg	3833.74	1118.95	43.061	125.513	-0.549538
5D0S5HM8.jpg	3805.63	1112.52	42.7339	120.432	-0.573266
5D0S5HMQ.jpg	1048.04	1534.41	47.1361	138.276	-0.040112
5D0S5HMQ.jpg	1044.3	1443.12	71.6462	232.577	-0.244413
5D0S5HMQ.jpg	4320.73	1190.42	47.9048	136.777	-0.423935
5D0S5HMQ.jpg	2548.94	985.535	114.034	326.5	-0.435317
5D0S5HMZ.jpg	2736.63	1209.68	39.0369	118.568	-0.216188
5D0S5HMZ.jpg	2608.88	1075.51	73.864	237.733	-0.47497
5D0S5HMZ.jpg	1563.03	963.878	93.736	270.971	-0.633082
5D0S5HN2.jpg	2772.81	1223.94	71.646	221.533	0.152751
5D0S5HN2.jpg	1226.6	1131.16	51.8004	155.155	-0.227696
5D0S5HN2.jpg	837.469	837.834	226.294	640.085	-0.330526
5D0S5HN2.jpg	3328.66	1043.17	84.0144	242.503	-0.451512
5D0S5HN2.jpg	3524.13	1060.16	72.9619	238.688	-0.470836
5D0S5HN5.jpg	202.564	1132.45	47.5482	157.642	-0.425868
5D0S5HN5.jpg	4141.29	1155.23	80.3003	239.862	-0.491944
5D0S5HN5.jpg	3359.66	1198.53	77.8196	245.745	-0.502085
5D0S5HN5.jpg	2175.39	994.729	84.4158	270.555	-0.581331
5D0S5HN8.jpg	1741.25	1305.88	41.3795	135.356	0.0918546
5D0S5HN8.jpg	3582.2	1352.78	96.5515	289.684	-0.0154173
5D0S5HN8.jpg	1217.54	1308.83	84.957	277.787	-0.152307
5D0S5HN8.jpg	4119.49	750.978	90.8545	279.093	-0.263514
5D0S5HN8.jpg	667.124	1261.35	72.901	202.839	-0.267551
5D0S5HN8.jpg	1682.3	1269.55	45.3695	139.322	-0.492619
5D0S5HN8.jpg	276.984	1190.98	52.8456	167.887	-0.502199
5D0S5HN8.jpg	2241.11	1233.67	39.4988	121.657	-0.505255
5D0S5HN8.jpg	3467.53	1273.17	38.5093	123.806	-0.513061
5D0S5HN8.jpg	638.66	986.578	162.508	499.246	-0.545201
5D0S5HN8.jpg	782.847	1092.79	107.661	315.532	-0.552188
5D0S5HN9.jpg	3702.72	1147.03	41.668	116.183	-0.525586
5D0S5HN9.jpg	2600.15	1129.26	38.8008	114.428	-0.59576
5D0S5HNI.jpg	3955.11	1186.43	87.0989	265.427	-0.337586
5D0S5HNL.jpg	540.318	1354.17	117.251	289.81	0.0994704
5D0S5HNL.jpg	145.593	1371.26	36.9745	116.273	-0.203564
5D0S5HNL.jpg	3400.88	1170.86	39.2788	117.656	-0.329562
5D0S5HNP.jpg	1184.83	1419.21	39.8291	113.84	-0.372137
5D0S5HNP.jpg	2176.73	1062.87	49.9302	169.421	-0.429655
5D0S5HNP.jpg	1608.59	1280.22	38.6791	120.768	-0.456163
5D0S5HNP.jpg	3243.53	1174.13	38.385	125.265	-0.544826
5D0S5HNS.jpg	3463.56	1176.16	38.8186	113.021	-0.0603671
5D0S5HNS.jpg	2095.97	1502.1	39.0798	121.359	-0.213316
5D0S5HNS.jpg	2011.59	1284.69	34.2086	114.086	-0.261186
5D0S5HNS.jpg	1871.56	1303.69	52.1356	160.263	-0.312874
5D0S5HNS.jpg	2538.09	1451.62	35.2927	116.573	-0.334435
5D0S5HNS.jpg	3537.57	1078.96	63.2712	190.992	-0.384557
5D0S5HNS.jpg	336.552	874.059	78.7277	261.162	-0.545192
5D0S5HNS.jpg	2400.18	1391.67	48.0679	170.008	-0.572978
5D0S5HNS.jpg	934.144	1062.31	62.6531	207.389	-0.582399
5D0S5HNS.jpg	1242.16	1127.69	38.7832	123.425	-0.631573
5D0S5HNS.jpg	531.936	844.183	167.04	483.689	-0.637921
5D0S5HNU.jpg	2955.17	1213.42	34.323	115.553	-0.630331
5D0S5HNW.jpg	4218.67	948.752	109.917	312.666	-0.439848
5D0S5HNW.jpg	4661.25	1357.96	42.3218	130.268	-0.450813
5D0S5HNW.jpg	3906.68	1118.01	52.7993	160.295	-0.467294
5D0S5HNX.jpg	948.832	1122.91	52.1964	153.511	-0.158981
5D0S5HNX.jpg	3288.17	1127.5	40.8528	124.577	-0.331961
5D0S5HNX.jpg	2143.72	1194.51	48.9053	154.5	-0.415653
5D0S5HNX.jpg	3952.93	1081.37	98.9329	306.507	-0.459511
5D0S5HNX.jpg	2065.92	1006.81	81.4221	237.231	-0.515677
5D0S5HNX.jpg	2292.21	1144.55	60.3894	169.804	-0.573763
5D0S5HNX.jpg	1173.92	1095.3	43.6876	140.67	-0.579657
5D0S5HNX.jpg	3015.72	1031.87	116.375	334.863	-0.686606
5D0S5HO2.jpg	3049.57	1233.74	55.0781	157.569	-0.0667338
5D0S5HO2.jpg	3200.68	1224.48	41.8955	132.599	-0.193872
5D0S5HO2.jpg	1673.48	1176.13	46.4022	132.707	-0.300819
5D0S5HO2.jpg	3184.91	1117.08	79.0103	245.644	-0.335815
5D0S5HO2.jpg	2113.66	1195.8	52.667	173.713	-0.339689
5D0S5HO2.jpg	3102.71	1076.82	64.1643	184.314	-0.40846
5D0S5HO2.jpg	4278.42	1130.62	42.6792	115.842	-0.452187
5D0S5HO2.jpg	3399.61	947.69	38.2905	129.342	-0.507086
5D0S5HO2.jpg	1800.52	1218.49	36.5089	116.521	-0.512233
5D0S5HO2.jpg	1203.62	1136.71	37.1443	116.978	-0.548631
5D0S5HO2.jpg	2839.69	597.625	135.302	425.12	-0.680561
5D0S5HOD.jpg	3341.33	1225.93	42.2073	120.223	2.32126
5D0S5HOD.jpg	2588.83	1387.41	50.8245	141.221	0.0243005
5D0S5HOD.jpg	3329.95	1179.71	71.085	187.13	0.00461627
5D0S5HOD.jpg	1068.25	1103.23	47.7939	152.751	-0.284063
5D0S5HOD.jpg	1967.22	1401.62	48.5203	161.192	-0.390735
5D0S5HOD.jpg	3313.16	952.85	134.847	423.343	-0.478278
5D0S5HOD.jpg	1152.28	1164.45	39.0688	128.97	-0.538019
5D0S5HOD.jpg	2350.91	1282.83	76.4731	247.671	-0.601052
5D0S5HOG.jpg	4626.82	901.536	118.372	378.301	-0.288296
5D0S5HOG.jpg	3057.45	1159.22	40.0085	119.769	-0.540842
5D0S5HOG.jpg	1406.04	774.084	47.0717	133.465	-0.612142
5D0S5HP1.jpg	4060.45	1154.25	86.5417	241.636	-0.218603
5D0S5HP1.jpg	3934.74	1096.02	86.2012	232.752	-0.231911
5D0S5HP1.jpg	4109.5	1049.47	71.9102	211.183	-0.465829
5D0S5HP1.jpg	3207.54	1102.6	39.2781	119.185	-0.573936
5D0S5HP4.jpg	2354.37	1228.64	65.907	210.391	1.08278
5D0S5HP4.jpg	2702.35	1226.98	38.75	120.262	-0.467047
5D0S5HP4.jpg	4655.49	1179.12	52.7236	137.138	-0.46869
5D0S5HP4.jpg	3013.72	1285.33	44.5317	139.735	-0.535742
5D0S5HPD.jpg	2830.86	959.976	94.4597	284.33	-0.350298
5D0S5HPD.jpg	4117.05	1014.15	54.4121	157.471	-0.518147
5D0S5HPD.jpg	3942.61	915.044	106.694	304.67	-0.530889
5D0S5HPG.jpg	3128.77	1183.55	127.998	339.688	-0.333279
5D0S5HPG.jpg	2017.19	751.821	51.1235	148.21	-0.352982
5D0S5HPG.jpg	2458.96	1153.31	50.5439	158.028	-0.473788
5D0S5HPG.jpg	1863.02	948.911	51.5414	145.865	-0.521932
5D0S5HPG.jpg	2702.44	901.952	110.51	327.737	-0.583931
5D0S5HPI.jpg	1303.48	1277	142.738	437.193	1.00721
5D0S5HPI.jpg	3577.89	1527.82	37.8691	118.035	-0.277468
5D0S5HPI.jpg	3832.25	1205.66	46.5715	128.769	-0.440645
5D0S5HPI.jpg	418.534	952.574	112.613	316.934	-0.549551
5D0S5HPK.jpg	4723.94	1120.88	45.5352	137.878	-0.280593
5D0S5HPK.jpg	1432.41	1036.47	73.012	198.806	-0.307504
5D0S5HPK.jpg	1359.86	1138.16	94.5388	273.165	-0.635016
5D0S5HPK.jpg	1320.16	1250.83	85.5955	266.435	-0.660236
5D0S5HPM.jpg	3678.15	1313.86	43.6233	119.021	-0.251956
5D0S5HPM.jpg	2549.56	1177.44	118.354	344.405	-0.396635
5D0S5HPM.jpg	1257.4	1143.08	38.6381	111.419	-0.651388
5D0S5HPP.jpg	2259.18	1212.76	38.126	114.811	-0.479331
5D0S5HPQ.jpg	271.922	1202.56	39.4484	115.017	0.332612
5D0S5HPU.jpg	1171.24	953.423	135.099	419.44	-0.186543
5D0S5HPU.jpg	983.433	1081.57	41.6254	116.827	-0.328725
5D0S5HPU.jpg	905.167	532.491	336.038	945.595	-0.663938
5D0S5HPV.jpg	1260.99	888.489	108.272	311.507	-0.160529
5D0S5HPZ.jpg	1714.17	1046.27	79.0896	241.582	-0.510206
5D0S5HPZ.jpg	634.345	1101.85	106.121	321.076	-0.530049
5D0S5HPZ.jpg	393.47	906.221	161.023	481.339	-0.739442
5D0S5HQ2.jpg	3290.78	1130.63	43.1565	138.511	-0.392632
5D0S5HQ2.jpg	2732.24	1166.95	139.992	421.375	-0.443014
5D0S5HQ2.jpg	1671.73	1005.33	94.5959	291.777	-0.63822
5D0S5HQ4.jpg	1063.81	1173.01	90.0986	283.623	-0.257787
5D0S5HQ4.jpg	1154.24	1173.81	91.551	279.137	-0.258062
5D0S5HQ9.jpg	864.573	1200.74	78.1518	220.763	-0.0659434
5D0S5HQ9.jpg	3097.42	1132.16	46.3486	141.024	-0.379421
5D0S5HQ9.jpg	3009.67	963.933	162.482	470.936	-0.417501
5D0S5HQ9.jpg	3907.13	1437.61	43.9915	135.89	-0.598947
5D0S5HQA.jpg	4098.37	1290.42	80.0996	251.914	-0.337407
5D0S5HQB.jpg	1927.07	1065.4	59.1177	183.533	-0.58801
5D0S5HQE.jpg	358.801	1160.95	40.511	115.933	-0.466586
5D0S5HQE.jpg	450.362	1152.51	57.4965	179.706	-0.556438
5D0S5HQE.jpg	871.779	1249.83	36.999	117.173	-0.603681
5D0S5HQE.jpg	657.119	1099.63	96.6036	281.829	-0.610957
5D0S5HQV.jpg	3509.77	969.322	104.949	317.403	-0.12127
5D0S5HQV.jpg	4584.23	1160.18	42.3032	120.022	-0.394661
5D0S5HQV.jpg	3476.09	1152.75	55.0569	157.176	-0.416157
5D0S5HQV.jpg	3395.38	891.232	139.966	427.972	-0.491378
5D0S5HQX.jpg	2779.93	962.098	43.814	141.017	-0.0762323
5D0S5HQX.jpg	1462.03	1105.65	44.0057	143.937	-0.380749
5D0S5HQX.jpg	2799.45	1016.05	83.2368	231.943	-0.399727
5D0S5HQX.jpg	1579.46	1072	137.645	403.673	-0.458018
5D0S5HQX.jpg	554.653	1104.08	42.0264	136.58	-0.552339
5D0S5HQY.jpg	4573.99	1017.13	81.2534	229.397	-0.463814
5D0S5HQY.jpg	659.076	1096.76	54.1329	176.579	-0.476145
5D0S5HQY.jpg	1125.58	1059.54	71.3015	208.986	-0.540738
5D0S5HQY.jpg	4524.45	1192.35	44.1602	134.704	-0.564948
5D0S5HRC.jpg	459.307	1120.6	90.239	272.581	0.107413
5D0S5HRC.jpg	1459.5	1198.06	48.823	154.984	-0.292012
5D0S5HRC.jpg	2460.66	1164.2	48.7239	155.287	-0.389086
5D0S5HRC.jpg	1168.81	1216.2	42.5543	120.643	-0.416554
5D0S5HRE.jpg	394.679	1219.95	87.6088	273.361	-0.033392
5D0S5HRE.jpg	663.041	1282.53	43.1752	114.224	-0.565
5D0S5HRF.jpg	4435.04	840.961	88.7383	283.122	-0.248706
5D0S5HRF.jpg	4459.51	1351.24	108.117	315.766	-0.460917
5D0S5HRF.jpg	4521.08	1139.78	45.0977	137.259	-0.531332
5D0S5HRF.jpg	4189.52	1018.16	123.642	373.666	-0.576142
5D0S5HRH.jpg	3792.15	1059.96	70.8374	215.906	-0.0478671
5D0S5HRH.jpg	3660.55	1029.41	88.969	270.686	-0.18366
5D0S5HRH.jpg	3845	1088.44	48.8301	160.343	-0.454591
5D0S5HRH.jpg	33.8414	1522.83	96.983	280.076	-0.499787
5D0S5HRH.jpg	1591.67	985.481	42.4	119.38	-0.508181
5D0S5HRH.jpg	3755.07	919.832	123.77	378.928	-0.585568
5D0S5HRK.jpg	131.57	1058.74	79.4058	237.526	-0.280553
5D0S5HRN.jpg	3714.71	1248.48	36.0881	118.341	-0.0594902
